Dataset,Gene_ID,Gene_Length,Num_Exons,Num_Introns,Avg_Exon_Length,Avg_Intron_Length,Coding_Ratio,GC_Content
Rice,evm.TU.Chr11.121,3102,1,0,3102.0,0.0,1.0,0.43649258542875563
Rice,evm.TU.Chr11.122,3062,2,1,1449.0,164.0,0.9464402351404311,0.4121489222730242
Rice,evm.TU.Chr11.123,3092,3,2,977.0,80.5,0.9479301423027167,0.40297542043984474
Rice,evm.TU.Chr11.124,3102,1,0,3102.0,0.0,1.0,0.437137330754352
Rice,evm.TU.Chr11.125,3763,3,2,1028.0,339.5,0.81955886260962,0.4363539728939676
Rice,evm.TU.Chr11.126,2814,1,0,2814.0,0.0,1.0,0.40405117270788915
Rice,evm.TU.Chr11.127,3099,2,1,1395.0,309.0,0.9002904162633107,0.41142303969022265
Rice,evm.TU.Chr11.128,2167,2,1,961.5,244.0,0.8874019381633594,0.3862482694970005
Rice,evm.TU.Chr11.129,3096,1,0,3096.0,0.0,1.0,0.43087855297157623
Rice,evm.TU.Chr11.130,3099,1,0,3099.0,0.0,1.0,0.4175540496934495
Rice,evm.TU.Chr11.131,2785,2,1,1359.0,67.0,0.9759425493716337,0.45026929982046676
Rice,evm.TU.Chr11.132,5281,6,5,386.0,593.0,0.4385533042984283,0.464495360727135
Rice,evm.TU.Chr11.133,5654,3,2,1201.0,1025.5,0.6372479660417404,0.4327909444640962
Rice,evm.TU.Chr11.134,2529,2,1,1144.5,240.0,0.9051008303677343,0.4262554369315935
Rice,evm.TU.Chr11.135,814,2,1,367.5,79.0,0.902948402948403,0.5491400491400491
Rice,evm.TU.Chr11.136,3298,2,1,1498.5,301.0,0.9087325651910249,0.49120679199514855
Rice,evm.TU.Chr11.137,10800,6,5,256.5,1852.2,0.1425,0.4527777777777778
Rice,evm.TU.Chr11.138,2326,4,3,391.5,253.33333333333334,0.6732588134135855,0.39767841788478075
Rice,evm.TU.Chr11.139,3541,2,1,1647.0,247.0,0.9302456933069755,0.4806551821519345
Rice,evm.TU.Chr11.140,14255,5,4,721.2,2662.25,0.25296387232549983,0.3972641178533848
Rice,evm.TU.Chr11.141,4199,2,1,1702.5,794.0,0.810907358894975,0.4317694689211717
Rice,evm.TU.Chr11.142,3557,2,1,723.0,2111.0,0.40652235029519257,0.41636210289569864
Rice,evm.TU.Chr11.143,6495,3,2,617.0,2322.0,0.2849884526558891,0.35304080061585835
Rice,evm.TU.Chr11.144,954,1,0,954.0,0.0,1.0,0.5136268343815513
Rice,evm.TU.Chr11.145,2315,5,4,351.0,140.0,0.7580993520518359,0.4349892008639309
Rice,evm.TU.Chr11.146,5230,3,2,1126.0,926.0,0.6458891013384321,0.4338432122370937
Rice,evm.TU.Chr11.147,3292,2,1,1567.5,157.0,0.9523086269744836,0.45777642770352367
Rice,evm.TU.Chr11.148,3036,5,4,423.6,229.5,0.6976284584980237,0.4552042160737813
Rice,evm.TU.Chr11.149,3691,2,1,1704.0,283.0,0.9233270116499593,0.49146572744513684
Rice,evm.TU.Chr7.1,1419,1,0,1419.0,0.0,1.0,0.6335447498238196
Rice,evm.TU.Chr7.2,4219,2,1,1689.0,841.0,0.8006636643754445,0.48305285612704435
Rice,evm.TU.Chr7.3,4479,1,0,4479.0,0.0,1.0,0.43000669792364365
Rice,evm.TU.Chr7.4,2996,3,2,188.0,1216.0,0.1882510013351135,0.37683578104138854
Rice,evm.TU.Chr7.5,2721,1,0,2721.0,0.0,1.0,0.43403160602719587
Rice,evm.TU.Chr7.6,10011,2,1,1425.0,7161.0,0.28468684447108183,0.4114474078513635
Rice,evm.TU.Chr7.7,11646,3,2,566.0,4974.0,0.145801133436373,0.45886999828267216
Rice,evm.TU.Chr7.8,5604,6,5,316.5,741.0,0.33886509635974305,0.3706281227694504
Rice,evm.TU.Chr7.9,17607,16,15,321.375,831.0,0.2920429374680525,0.40018174589651845
Rice,evm.TU.Chr7.10,13853,5,4,878.4,2365.25,0.3170432397314661,0.4078538944632932
Rice,evm.TU.Chr7.11,2169,1,0,2169.0,0.0,1.0,0.5896726602120793
Rice,evm.TU.Chr7.12,2748,5,4,273.0,345.75,0.49672489082969434,0.37045123726346435
Rice,evm.TU.Chr7.13,313,1,0,313.0,0.0,1.0,0.5079872204472844
Rice,evm.TU.Chr7.14,3895,4,3,718.5,340.3333333333333,0.7378690629011553,0.42053915275994863
Rice,evm.TU.Chr7.15,7184,5,4,867.0,712.25,0.6034242761692651,0.3880846325167038
Rice,evm.TU.Chr7.16,2846,2,1,1290.0,266.0,0.9065354884047786,0.421293042867182
Rice,evm.TU.Chr7.17,4010,2,1,1684.5,641.0,0.8401496259351621,0.4366583541147132
Rice,evm.TU.Chr7.18,5149,3,2,1105.0,917.0,0.6438143328801709,0.4140609827150903
Rice,evm.TU.Chr7.19,8515,3,2,912.0,2889.5,0.32131532589547857,0.38520258367586613
Rice,evm.TU.Chr7.20,266,1,0,266.0,0.0,1.0,0.6842105263157895
Rice,evm.TU.Chr7.21,3714,1,0,3714.0,0.0,1.0,0.41383952611739366
Rice,evm.TU.Chr7.22,4095,1,0,4095.0,0.0,1.0,0.4283272283272283
Rice,evm.TU.Chr7.23,2598,1,0,2598.0,0.0,1.0,0.42186297151655117
Rice,evm.TU.Chr7.24,4266,1,0,4266.0,0.0,1.0,0.4437412095639944
Rice,evm.TU.Chr7.25,3194,2,1,1525.5,143.0,0.9552285535378835,0.45835942391984974
Rice,evm.TU.Chr7.26,6307,3,2,1495.0,911.0,0.7111146345330585,0.46567306167750117
Rice,evm.TU.Chr2.1,1844,3,2,160.0,682.0,0.2603036876355748,0.4609544468546638
Rice,evm.TU.Chr2.2,5447,4,3,1019.25,456.6666666666667,0.7484854048099872,0.41325500275380944
Rice,evm.TU.Chr2.3,1755,1,0,1755.0,0.0,1.0,0.4757834757834758
Rice,evm.TU.Chr2.4,3995,5,4,708.6,113.0,0.8868585732165206,0.41476846057571964
Rice,evm.TU.Chr2.5,7065,8,7,648.0,268.7142857142857,0.7337579617834394,0.4348195329087049
Rice,evm.TU.Chr2.6,6416,5,4,843.0,550.25,0.6569513715710723,0.4579177057356609
Rice,evm.TU.Chr2.7,11892,10,9,554.7,705.0,0.46644803229061554,0.40607130844265055
Rice,evm.TU.Chr2.8,2742,1,0,2742.0,0.0,1.0,0.4237782640408461
Rice,evm.TU.Chr2.9,3672,3,2,1079.0,217.5,0.8815359477124183,0.44798474945533767
Rice,evm.TU.Chr2.10,2532,1,0,2532.0,0.0,1.0,0.41350710900473936
Rice,evm.TU.Chr2.11,3181,3,2,962.0,147.5,0.9072618673373153,0.4957560515561144
Rice,evm.TU.Chr2.12,798,1,0,798.0,0.0,1.0,0.5050125313283208
Rice,evm.TU.Chr2.13,1762,2,1,837.0,88.0,0.9500567536889898,0.37343927355278095
Rice,evm.TU.Chr2.14,4185,1,0,4185.0,0.0,1.0,0.42915173237753884
Rice,evm.TU.Chr2.15,6030,3,2,1271.0,1108.5,0.6323383084577114,0.39751243781094525
Rice,evm.TU.Chr2.16,5535,2,1,1419.0,2697.0,0.5127371273712737,0.4229448961156278
Rice,evm.TU.Chr2.17,6107,7,6,459.85714285714283,481.3333333333333,0.5271000491239561,0.38496806942852463
Rice,evm.TU.Chr2.18,5968,7,6,414.85714285714283,510.6666666666667,0.4865951742627346,0.4187332439678284
Rice,evm.TU.Chr2.19,3558,1,0,3558.0,0.0,1.0,0.4274873524451939
Rice,evm.TU.Chr2.20,4065,4,3,677.25,452.0,0.666420664206642,0.4115621156211562
Rice,evm.TU.Chr2.21,4475,5,4,541.8,441.5,0.6053631284916201,0.4601117318435754
Rice,evm.TU.Chr2.22,3584,4,3,687.0,278.6666666666667,0.7667410714285714,0.48995535714285715
Rice,evm.TU.Chr2.23,5177,5,4,640.8,493.25,0.6188912497585474,0.39868649797179834
Rice,evm.TU.Chr2.24,2185,2,1,1063.0,59.0,0.9729977116704805,0.43386727688787186
Rice,evm.TU.Chr2.25,1151,2,1,489.0,173.0,0.8496959165942659,0.5073848827106864
Rice,evm.TU.Chr2.26,3462,4,3,461.25,539.0,0.5329289428076257,0.42576545349508954
Rice,evm.TU.Chr2.27,1674,1,0,1674.0,0.0,1.0,0.3966547192353644
Rice,evm.TU.Chr2.28,669,1,0,669.0,0.0,1.0,0.4334828101644245
Rice,evm.TU.Chr2.29,3099,1,0,3099.0,0.0,1.0,0.43336560180703454
Rice,evm.TU.Chr2.30,677,2,1,309.0,59.0,0.912850812407681,0.5228951255539144
Rice,evm.TU.Chr2.31,3270,1,0,3270.0,0.0,1.0,0.4978593272171254
Rice,evm.TU.Chr2.32,7726,2,1,1146.0,5434.0,0.2966606264561222,0.4805850375355941
Rice,evm.TU.Chr2.33,3119,4,3,450.0,439.6666666666667,0.5771080474511061,0.3731965373517153
Rice,evm.TU.Chr2.34,3240,5,4,507.6,175.5,0.7833333333333333,0.3851851851851852
Rice,evm.TU.Chr2.35,3870,1,0,3870.0,0.0,1.0,0.4201550387596899
Rice,evm.TU.Chr2.36,3275,2,1,1422.0,431.0,0.8683969465648855,0.4149618320610687
Rice,evm.TU.Chr2.37,10099,4,3,937.5,2116.3333333333335,0.3713238934547975,0.35330230715912464
Rice,evm.TU.Chr2.38,2402,3,2,354.0,670.0,0.4421315570358035,0.398834304746045
Rice,evm.TU.Chr3.1,2955,1,0,2955.0,0.0,1.0,0.672419627749577
Rice,evm.TU.Chr3.2,2727,1,0,2727.0,0.0,1.0,0.6967363403006968
Rice,evm.TU.Chr3.3,3385,2,1,1375.5,634.0,0.8127031019202363,0.6280649926144757
Rice,evm.TU.Chr3.4,3222,1,0,3222.0,0.0,1.0,0.4754810676598386
Rice,evm.TU.Chr3.5,12144,5,4,571.2,2322.0,0.23517786561264822,0.39402173913043476
Rice,evm.TU.Chr3.6,483,1,0,483.0,0.0,1.0,0.7184265010351967
Rice,evm.TU.Chr3.7,2480,2,1,1162.5,155.0,0.9375,0.42338709677419356
Rice,evm.TU.Chr3.8,3273,1,0,3273.0,0.0,1.0,0.4607393828292087
Rice,evm.TU.Chr3.9,3801,1,0,3801.0,0.0,1.0,0.5056564062088924
Rice,evm.TU.Chr3.10,3571,3,2,1021.0,254.0,0.8577429291514982,0.40604872584710167
Rice,evm.TU.Chr3.11,3867,3,2,1123.0,249.0,0.8712179984484096,0.42022239462115335
Rice,evm.TU.Chr3.12,1962,7,6,94.85714285714286,216.33333333333334,0.3384301732925586,0.36952089704383284
Rice,evm.TU.Chr3.13,6899,2,1,1395.0,4109.0,0.4044064357153211,0.4090447890998695
Rice,evm.TU.Chr3.14,709,2,1,333.0,43.0,0.9393511988716502,0.692524682651622
Rice,evm.TU.Chr3.15,3584,2,1,1435.5,713.0,0.8010602678571429,0.47237723214285715
Rice,evm.TU.Chr3.16,3613,2,1,1638.0,337.0,0.9067257127041239,0.532521450318295
Rice,evm.TU.Chr3.17,6348,4,3,716.25,1161.0,0.45132325141776936,0.41304347826086957
Rice,evm.TU.Chr3.18,2880,1,0,2880.0,0.0,1.0,0.4534722222222222
Rice,evm.TU.Chr3.19,4748,2,1,1990.5,767.0,0.8384582982308341,0.4391322662173547
Rice,evm.TU.Chr3.20,4961,2,1,1977.0,1007.0,0.7970167304978835,0.4243096149969764
Rice,evm.TU.Chr3.21,1725,1,0,1725.0,0.0,1.0,0.46840579710144925
Rice,evm.TU.Chr3.22,2223,1,0,2223.0,0.0,1.0,0.4525416104363473
Rice,evm.TU.Chr12.1,820,2,1,360.0,100.0,0.8780487804878049,0.501219512195122
Rice,evm.TU.Chr12.2,2448,1,0,2448.0,0.0,1.0,0.40727124183006536
Rice,evm.TU.Chr12.3,6079,8,7,409.5,400.42857142857144,0.5389044250699128,0.4548445468004606
Rice,evm.TU.Chr12.4,5814,2,1,1467.0,2880.0,0.5046439628482973,0.414000687994496
Rice,evm.TU.Chr12.5,7869,8,7,459.375,599.1428571428571,0.4670224933282501,0.3889947896810268
Rice,evm.TU.Chr12.6,4712,4,3,680.25,663.6666666666666,0.5774617996604414,0.43548387096774194
Rice,evm.TU.Chr12.7,4473,2,1,1473.0,1527.0,0.6586183769282361,0.45919964229823385
Rice,evm.TU.Chr12.8,8392,2,1,1366.5,5659.0,0.32566730219256435,0.41182078169685415
Rice,evm.TU.Chr12.9,4310,2,1,1890.0,530.0,0.877030162412993,0.4111368909512761
Rice,evm.TU.Chr12.10,1923,1,0,1923.0,0.0,1.0,0.4420176807072283
Rice,evm.TU.Chr12.11,1956,1,0,1956.0,0.0,1.0,0.41922290388548056
Rice,evm.TU.Chr12.12,1929,1,0,1929.0,0.0,1.0,0.4447900466562986
Rice,evm.TU.Chr12.13,1884,1,0,1884.0,0.0,1.0,0.4325902335456476
Rice,evm.TU.Chr12.14,4716,6,5,318.0,561.6,0.40458015267175573,0.38761662425784565
Rice,evm.TU.Chr12.15,6016,2,1,1410.0,3196.0,0.46875,0.49717420212765956
Rice,evm.TU.Chr12.16,2008,5,4,300.0,127.0,0.7470119521912351,0.4038844621513944
Rice,evm.TU.Chr12.17,1657,4,3,225.0,252.33333333333334,0.5431502715751357,0.4659022329511165
Rice,evm.TU.Chr12.18,6038,4,3,1179.75,439.6666666666667,0.7815501821795297,0.41404438555813183
Rice,evm.TU.Chr12.19,3974,2,1,1441.5,1091.0,0.72546552591847,0.4079013588324107
Rice,evm.TU.Chr12.20,150,1,0,150.0,0.0,1.0,0.46
Rice,evm.TU.Chr12.21,2903,2,1,1408.5,86.0,0.9703754736479504,0.42438856355494314
Rice,evm.TU.Chr12.22,3215,2,1,1350.0,515.0,0.8398133748055988,0.4189735614307932
Rice,evm.TU.Chr12.23,5488,5,4,259.8,1047.25,0.23669825072886297,0.4395043731778426
Rice,evm.TU.Chr12.24,402,1,0,402.0,0.0,1.0,0.46766169154228854
Rice,evm.TU.Chr12.25,863,2,1,207.0,449.0,0.4797219003476246,0.37775202780996525
Rice,evm.TU.Chr12.26,15492,6,5,882.5,2039.4,0.34178931061192874,0.3904595920475084
Rice,evm.TU.Chr12.27,3794,3,2,902.0,544.0,0.713231418028466,0.40274117026884554
Rice,evm.TU.Chr12.28,4177,3,2,882.0,765.5,0.6334689968877184,0.3964567871678238
Rice,evm.TU.Chr12.29,5211,4,3,775.5,703.0,0.595279217040875,0.41949721742467855
Rice,evm.TU.Chr12.30,9289,2,1,1675.5,5938.0,0.36074927333405105,0.4884271719237808
Rice,evm.TU.Chr12.31,7233,2,1,1401.0,4431.0,0.3873911240149316,0.3995575832987695
Rice,evm.TU.Chr12.32,6271,2,1,1180.5,3910.0,0.37649497687769096,0.3584755222452559
Rice,evm.TU.Chr12.33,4220,2,1,1420.5,1379.0,0.6732227488151659,0.43507109004739336
Rice,evm.TU.Chr12.34,2952,3,2,285.0,1048.5,0.2896341463414634,0.35941734417344173
Rice,evm.TU.Chr12.35,10695,2,1,2395.5,5904.0,0.4479663394109397,0.3863487611033193
Rice,evm.TU.Chr12.36,4515,1,0,4515.0,0.0,1.0,0.448062015503876
Rice,evm.TU.Chr12.37,4575,1,0,4575.0,0.0,1.0,0.446775956284153
Rice,evm.TU.Chr12.38,4575,1,0,4575.0,0.0,1.0,0.446775956284153
Rice,evm.TU.Chr12.39,8684,4,3,728.25,1923.6666666666667,0.33544449562413636,0.39440350069092583
Rice,evm.TU.Chr12.40,1278,1,0,1278.0,0.0,1.0,0.41158059467918623
Rice,evm.TU.Chr12.41,3943,4,3,714.0,362.3333333333333,0.7243215825513568,0.40020289119959424
Rice,evm.TU.Chr12.42,3571,3,2,945.0,368.0,0.7938952674320918,0.40128815457854944
Rice,evm.TU.Chr12.43,5595,2,1,1404.0,2787.0,0.5018766756032171,0.42841823056300266
Rice,evm.TU.Chr12.44,3883,2,1,1513.5,856.0,0.7795518928663404,0.5122328096832346
Rice,evm.TU.Chr12.45,2706,1,0,2706.0,0.0,1.0,0.4220251293422025
Rice,evm.TU.Chr12.46,2447,2,1,648.0,1151.0,0.5296281160604822,0.3959950960359624
Rice,evm.TU.Chr12.47,4375,2,1,1908.0,559.0,0.8722285714285715,0.4217142857142857
Rice,evm.TU.Chr12.48,3407,2,1,1396.5,614.0,0.8197828001174053,0.4285294980921632
Rice,evm.TU.Chr12.49,3702,1,0,3702.0,0.0,1.0,0.4249054565099946
Rice,evm.TU.Chr12.50,4583,3,2,1233.0,442.0,0.8071132445996072,0.4331224089024656
Rice,evm.TU.Chr12.51,1296,1,0,1296.0,0.0,1.0,0.4390432098765432
Rice,evm.TU.Chr12.52,3209,2,1,1396.5,416.0,0.870364599563727,0.412277968214397
Rice,evm.TU.Chr12.53,3559,2,1,1378.5,802.0,0.7746558021916269,0.40432705816240516
Rice,evm.TU.Chr12.54,2876,2,1,1230.0,416.0,0.8553546592489569,0.41342141863699583
Rice,evm.TU.Chr12.55,3164,6,5,367.5,191.8,0.6969026548672567,0.4143489254108723
Rice,evm.TU.Chr12.56,579,3,2,152.0,61.5,0.7875647668393783,0.4438687392055268
Rice,evm.TU.Chr12.57,13451,8,7,494.25,1356.7142857142858,0.2939558397145194,0.414169950189577
Rice,evm.TU.Chr12.58,4377,3,2,974.0,727.5,0.6675805346127485,0.39639022161297693
Rice,evm.TU.Chr12.59,12996,8,7,716.25,1038.0,0.4409048938134811,0.41412742382271467
Pepper,evm.TU.Pepper.v.1.55.chr01.1,2962,5,4,235.8,445.75,0.39804186360567184,0.2177582714382174
Pepper,evm.TU.Pepper.v.1.55.chr01.2,546,1,0,546.0,0.0,1.0,0.39194139194139194
Pepper,evm.TU.Pepper.v.1.55.chr01.3,2729,4,3,622.5,79.66666666666667,0.9124221326493221,0.39648222792231586
Pepper,evm.TU.Pepper.v.1.55.chr01.4,2664,1,0,2664.0,0.0,1.0,0.41516516516516516
Pepper,evm.TU.Pepper.v.1.55.chr01.5,2347,5,4,396.6,91.0,0.8449083936940776,0.40306774605879847
Pepper,evm.TU.Pepper.v.1.55.chr01.6,3116,4,3,315.0,618.6666666666666,0.40436456996148906,0.36039794608472403
Pepper,evm.TU.Pepper.v.1.55.chr01.7,4553,2,1,1483.5,1586.0,0.6516582473094663,0.37952998023281354
Pepper,evm.TU.Pepper.v.1.55.chr01.8,3572,2,1,1492.5,587.0,0.8356662933930571,0.3812989921612542
Pepper,evm.TU.Pepper.v.1.55.chr01.9,3744,2,1,1437.0,870.0,0.7676282051282052,0.3872863247863248
Pepper,evm.TU.Pepper.v.1.55.chr01.10,2433,1,0,2433.0,0.0,1.0,0.4060830250719277
Pepper,evm.TU.Pepper.v.1.55.chr01.11,3333,2,1,1438.5,456.0,0.8631863186318632,0.3852385238523852
Pepper,evm.TU.Pepper.v.1.55.chr01.12,9835,5,4,354.6,2015.5,0.18027452974072192,0.3606507371631927
Pepper,evm.TU.Pepper.v.1.55.chr01.13,339,1,0,339.0,0.0,1.0,0.3421828908554572
Pepper,evm.TU.Pepper.v.1.55.chr01.14,10770,11,10,243.0,809.7,0.24818941504178274,0.29628597957288766
Pepper,evm.TU.Pepper.v.1.55.chr01.15,3688,3,2,1097.0,198.5,0.892353579175705,0.39913232104121477
Pepper,evm.TU.Pepper.v.1.55.chr01.16,4158,6,5,245.5,537.0,0.35425685425685427,0.37782587782587784
Pepper,evm.TU.Pepper.v.1.55.chr01.17,2812,3,2,827.0,165.5,0.8822901849217639,0.4007823613086771
Pepper,evm.TU.Pepper.v.1.55.chr01.18,8029,7,6,237.42857142857142,1061.1666666666667,0.20699962635446506,0.3950678789388467
Pepper,evm.TU.Pepper.v.1.55.chr01.19,3564,2,1,370.5,2823.0,0.2079124579124579,0.42480359147025815
Pepper,evm.TU.Pepper.v.1.55.chr01.20,1957,4,3,330.0,212.33333333333334,0.6745017884517118,0.43842616249361266
Pepper,evm.TU.Pepper.v.1.55.chr01.21,1485,2,1,696.0,93.0,0.9373737373737374,0.3952861952861953
Pepper,evm.TU.Pepper.v.1.55.chr01.22,1502,2,1,483.0,536.0,0.6431424766977364,0.34420772303595204
Pepper,evm.TU.Pepper.v.1.55.chr01.23,385,1,0,385.0,0.0,1.0,0.412987012987013
Pepper,evm.TU.Pepper.v.1.55.chr01.24,2265,4,3,479.25,116.0,0.8463576158940397,0.39823399558498895
Pepper,evm.TU.Pepper.v.1.55.chr01.25,917,3,2,214.0,137.5,0.7001090512540894,0.4089422028353326
Pepper,evm.TU.Pepper.v.1.55.chr01.26,969,3,2,262.0,91.5,0.8111455108359134,0.40454076367389064
Pepper,evm.TU.Pepper.v.1.55.chr01.27,2235,2,1,1068.0,99.0,0.9557046979865772,0.4134228187919463
Pepper,evm.TU.Pepper.v.1.55.chr01.28,2332,3,2,576.0,302.0,0.7409948542024014,0.40308747855917665
Pepper,evm.TU.Pepper.v.1.55.chr01.29,375,1,0,375.0,0.0,1.0,0.37066666666666664
Pepper,evm.TU.Pepper.v.1.55.chr01.30,2980,5,4,459.0,171.25,0.7701342281879194,0.38926174496644295
Pepper,evm.TU.Pepper.v.1.55.chr01.31,971,3,2,183.0,211.0,0.5653964984552008,0.470648815653965
Pepper,evm.TU.Pepper.v.1.55.chr01.32,2258,5,4,205.2,308.0,0.45438441098317095,0.3587245349867139
Pepper,evm.TU.Pepper.v.1.55.chr01.33,650,2,1,265.5,119.0,0.816923076923077,0.35846153846153844
Pepper,evm.TU.Pepper.v.1.55.chr01.34,769,2,1,352.5,64.0,0.9167750325097529,0.3823146944083225
Pepper,evm.TU.Pepper.v.1.55.chr01.35,798,2,1,259.5,279.0,0.650375939849624,0.31954887218045114
Pepper,evm.TU.Pepper.v.1.55.chr01.36,4297,2,1,1324.5,1648.0,0.6164766115894811,0.3991156620898301
Pepper,evm.TU.Pepper.v.1.55.chr01.37,1863,3,2,567.0,81.0,0.9130434782608695,0.39184111647879766
Pepper,evm.TU.Pepper.v.1.55.chr01.38,8769,6,5,571.0,1068.6,0.39069449196031475,0.35648306534382485
Pepper,evm.TU.Pepper.v.1.55.chr01.39,2377,2,1,547.5,1282.0,0.4606647034076567,0.357593605384939
Pepper,evm.TU.Pepper.v.1.55.chr01.40,354,1,0,354.0,0.0,1.0,0.3898305084745763
Pepper,evm.TU.Pepper.v.1.55.chr01.41,1203,2,1,519.0,165.0,0.8628428927680798,0.3865336658354115
Pepper,evm.TU.Pepper.v.1.55.chr01.42,2784,1,0,2784.0,0.0,1.0,0.42564655172413796
Pepper,evm.TU.Pepper.v.1.55.chr01.43,3564,1,0,3564.0,0.0,1.0,0.4107744107744108
Pepper,evm.TU.Pepper.v.1.55.chr01.44,3537,1,0,3537.0,0.0,1.0,0.41306191687871074
Pepper,evm.TU.Pepper.v.1.55.chr01.45,630,1,0,630.0,0.0,1.0,0.3761904761904762
Pepper,evm.TU.Pepper.v.1.55.chr01.46,9989,2,1,1423.5,7142.0,0.285013514866353,0.3479827810591651
Pepper,evm.TU.Pepper.v.1.55.chr01.47,1719,2,1,819.0,81.0,0.9528795811518325,0.37056428155904597
Pepper,evm.TU.Pepper.v.1.55.chr01.48,819,1,0,819.0,0.0,1.0,0.5177045177045178
Pepper,evm.TU.Pepper.v.1.55.chr01.49,1190,2,1,241.5,707.0,0.40588235294117647,0.33865546218487397
Pepper,evm.TU.Pepper.v.1.55.chr01.50,1074,1,0,1074.0,0.0,1.0,0.3817504655493482
Pepper,evm.TU.Pepper.v.1.55.chr01.51,300,1,0,300.0,0.0,1.0,0.38333333333333336
Pepper,evm.TU.Pepper.v.1.55.chr01.52,1327,2,1,423.0,481.0,0.6375282592313489,0.3775433308214017
Pepper,evm.TU.Pepper.v.1.55.chr01.53,1651,2,1,739.5,172.0,0.8958207147183526,0.38643246517262264
Pepper,evm.TU.Pepper.v.1.55.chr01.54,354,1,0,354.0,0.0,1.0,0.3644067796610169
Pepper,evm.TU.Pepper.v.1.55.chr01.55,3527,2,1,1476.0,575.0,0.8369719308193933,0.3779415934221718
Pepper,evm.TU.Pepper.v.1.55.chr01.56,5603,4,3,910.5,653.6666666666666,0.6500089237908263,0.37390683562377297
Pepper,evm.TU.Pepper.v.1.55.chr01.57,2154,1,0,2154.0,0.0,1.0,0.39090064995357476
Pepper,evm.TU.Pepper.v.1.55.chr01.58,1521,2,1,309.0,903.0,0.40631163708086787,0.3629191321499014
Pepper,evm.TU.Pepper.v.1.55.chr01.59,3175,2,1,1320.0,535.0,0.831496062992126,0.3864566929133858
Pepper,evm.TU.Pepper.v.1.55.chr01.60,871,2,1,396.0,79.0,0.9092996555683123,0.39724454649827784
Pepper,evm.TU.Pepper.v.1.55.chr01.61,4344,3,2,1268.0,270.0,0.8756906077348067,0.4498158379373849
Pepper,evm.TU.Pepper.v.1.55.chr01.62,3362,2,1,366.0,2630.0,0.21772754312908982,0.3143961927424152
Pepper,evm.TU.Pepper.v.1.55.chr01.63,1836,3,2,524.0,132.0,0.8562091503267973,0.4014161220043573
Pepper,evm.TU.Pepper.v.1.55.chr01.64,3416,3,2,916.0,334.0,0.8044496487119438,0.38144028103044497
Pepper,evm.TU.Pepper.v.1.55.chr01.65,2130,1,0,2130.0,0.0,1.0,0.3976525821596244
Pepper,evm.TU.Pepper.v.1.55.chr01.66,12157,6,5,385.5,1968.8,0.1902607551205067,0.3373365139425845
Pepper,evm.TU.Pepper.v.1.55.chr01.67,1925,2,1,858.0,209.0,0.8914285714285715,0.3875324675324675
Pepper,evm.TU.Pepper.v.1.55.chr01.68,7135,3,2,753.0,2438.0,0.3166082690960056,0.3746320953048353
Pepper,evm.TU.Pepper.v.1.55.chr12.1,10817,8,7,436.5,1046.4285714285713,0.32282518258297127,0.33327170195063327
Pepper,evm.TU.Pepper.v.1.55.chr12.2,2670,5,4,357.6,220.5,0.6696629213483146,0.37303370786516854
Pepper,evm.TU.Pepper.v.1.55.chr12.3,4714,5,4,427.2,644.5,0.45311837081035217,0.37314382689859993
Pepper,evm.TU.Pepper.v.1.55.chr12.4,1253,3,2,226.0,287.5,0.5411013567438149,0.34397446129289705
Pepper,evm.TU.Pepper.v.1.55.chr12.5,994,2,1,454.5,85.0,0.9144869215291751,0.3641851106639839
Pepper,evm.TU.Pepper.v.1.55.chr12.6,15706,14,13,430.5,744.5384615384615,0.3837386985865274,0.3921431300140074
Pepper,evm.TU.Pepper.v.1.55.chr12.7,729,1,0,729.0,0.0,1.0,0.36899862825788754
Pepper,evm.TU.Pepper.v.1.55.chr12.8,2502,4,3,496.5,172.0,0.7937649880095923,0.37609912070343726
Pepper,evm.TU.Pepper.v.1.55.chr12.9,3804,4,3,484.5,622.0,0.5094637223974764,0.397739221871714
Pepper,evm.TU.Pepper.v.1.55.chr12.10,2586,1,0,2586.0,0.0,1.0,0.41299303944315546
Pepper,evm.TU.Pepper.v.1.55.chr12.11,16049,17,16,249.35294117647058,738.125,0.26412860614368494,0.3312979001806966
Pepper,evm.TU.Pepper.v.1.55.chr12.12,9264,7,6,582.8571428571429,864.0,0.44041450777202074,0.3187607944732297
Pepper,evm.TU.Pepper.v.1.55.chr12.13,2115,2,1,594.0,927.0,0.5617021276595745,0.38534278959810875
Pepper,evm.TU.Pepper.v.1.55.chr12.14,4359,4,3,840.75,332.0,0.7715072264280798,0.370956641431521
Pepper,evm.TU.Pepper.v.1.55.chr12.15,957,1,0,957.0,0.0,1.0,0.34691745036572624
Pepper,evm.TU.Pepper.v.1.55.chr12.16,597,1,0,597.0,0.0,1.0,0.32830820770519265
Pepper,evm.TU.Pepper.v.1.55.chr12.17,1335,3,2,125.0,480.0,0.2808988764044944,0.3782771535580524
Pepper,evm.TU.Pepper.v.1.55.chr12.18,2256,2,1,817.5,621.0,0.7247340425531915,0.3807624113475177
Pepper,evm.TU.Pepper.v.1.55.chr12.19,957,2,1,306.0,345.0,0.6394984326018809,0.3887147335423197
Pepper,evm.TU.Pepper.v.1.55.chr12.20,874,2,1,373.5,127.0,0.8546910755148741,0.35354691075514877
